,x,y
6608,refrain from continuing forward ,15
6609,stay put  do not advance ,15
6610,avoid going straight from this spot ,15
6611,do not move ahead any further ,15
6612,stop your forward advancement ,15
6613,prevent further travel in this direction ,15
6614,avoid advancing in a straight line ,15
6615,refrain from progressing in this path ,15
6616,stay where you are  avoid forward travel ,15
6617,stop heading straight on ,15
6618,prevent any forward progression ,15
6619,avoid moving ahead in this path ,15
6620,refrain from continuing forward from here ,15
6621,do not proceed straight from this point ,15
6622,stop moving ahead from this spot ,15
6623,prevent advancing ahead on this route ,15
6624,stay put  avoid advancing ahead ,15
6625,avoid proceeding ahead in this direction ,15
6626,refrain from moving ahead ,15
6627,do not go forward from this point ,15
6628,stop your progression forward ,15
6629,prevent any further straight travel ,15
6630,avoid moving straight ahead in this direction ,15
6631,refrain from advancing from here ,15
6632,stay where you are  do not move ahead ,15
6633,stop heading straight in this path ,15
6634,prevent advancing further in this direction ,15
6635,avoid moving forward from this point ,15
6636,refrain from progressing ahead ,15
6637,do not proceed any further ahead ,15
6638,stop moving forward in this path ,15
6639,prevent further travel ahead ,15
6640,avoid advancing straight from this spot ,15
6641,refrain from heading forward in this direction ,15
6642,stay put  avoid moving forward ,15
6643,stop your advancement ahead ,15
6644,prevent any forward movement from here ,15
6645,avoid moving ahead from this spot ,15
6646,refrain from advancing straight ahead ,15
6647,do not proceed further in this path ,15
6648,stop moving straight from this point ,15
6649,prevent advancing forward from this spot ,15
6650,stay where you are  avoid moving ahead ,15
6651,avoid progressing any further ,15
6652,refrain from moving forward from here ,15
6653,do not advance ahead in this direction ,15
6654,stop your travel forward ,15
6655,prevent any further movement ahead ,15
6656,avoid moving forward in this direction ,15
6657,refrain from heading straight from here ,15
6658,stay put  avoid advancing forward ,15
6659,stop progressing forward ,15
6660,prevent any forward progression from here ,15
6661,avoid moving straight ahead from this spot ,15
6662,refrain from advancing further ahead ,15
6663,do not proceed in this forward line ,15
6664,stop moving ahead in this direction ,15
6665,prevent further travel in this path ,15
6666,avoid advancing straight from this point ,15
6667,refrain from moving ahead from here ,15
6668,stay where you are  do not go ahead ,15
6669,stop heading forward from this spot ,15
6670,prevent any forward travel from here ,15
6671,avoid moving straight from this point ,15
6672,refrain from advancing in this path ,15
6673,do not proceed further ahead ,15
6674,stop moving forward from this spot ,15
6675,prevent any further straight progression ,15
6676,avoid advancing in this direction from here ,15
6677,refrain from moving forward in this line ,15
6678,stay put  avoid moving ahead ,15
6679,stop your progression ahead from here ,15
6680,prevent any forward movement in this path ,15
6681,avoid moving ahead from this point ,15
6682,refrain from advancing forward in this direction ,15
6683,do not proceed ahead from this spot ,15
6684,stop moving forward from this location ,15
6685,prevent advancing any further in this path ,15
6686,avoid progressing in this direction ,15
6687,refrain from moving ahead from this spot ,15
6688,stay where you are  avoid moving forward ,15
6689,stop heading forward in this line ,15
6690,prevent further movement in this direction ,15
6691,avoid moving straight ahead from this location ,15
6692,refrain from advancing in this path from here ,15
6693,do not proceed any further from this spot ,15
6694,stop moving ahead in this path ,15
6695,prevent further forward progression ,15
6696,avoid advancing in this direction from this spot ,15
6697,refrain from moving straight ahead ,15
6698,stay put  avoid moving forward from here ,15
6699,stop your travel forward from this spot ,15
6700,prevent any further movement in this path ,15
6701,avoid moving ahead in this direction ,15
6702,refrain from advancing from this location ,15
6703,do not proceed ahead in this path ,15
6704,stop moving forward from this direction ,15
6705,prevent further advancement in this path ,15
6706,avoid advancing forward from this spot ,15
6707,refrain from moving forward from this location ,15
6708,stay where you are  avoid moving ahead ,15
6709,stop heading forward from this point ,15
6710,prevent any further movement ahead ,15
6711,avoid moving ahead in this line ,15
6712,refrain from advancing forward in this path ,15
6713,do not proceed ahead from this location ,15
6714,stop moving forward in this line ,15
6715,prevent any forward movement ahead ,15
6716,avoid advancing in this path from this spot ,15
6717,refrain from moving straight ahead from this point ,15
6718,stay put  avoid moving forward in this direction ,15
6719,stop your progression forward from this spot ,15
6720,prevent any further travel ahead ,15
6721,avoid moving ahead in this path ,15
6722,refrain from advancing in this line from this spot ,15
6723,do not proceed ahead in this direction ,15
